transaction_id,customer_id,store_id,transaction_date,transaction_time,payment_method,total_amount,discount_amount,tax_amount,net_amount
357,2,4,2024-11-29,17:10:49,Cash,7593,585.64,1261.32,8268.68
358,,3,2024-11-29,12:15:18,UPI,10442,121.52,1857.69,12178.17
359,,2,2023-06-04,15:55:47,Wallet,10689,0,1924.02,12613.02
360,,1,2024-12-04,12:54:59,Cash,8440,0,1519.2,9959.2
361,45,1,2024-03-24,11:40:33,UPI,3136,272.55,515.42,3378.87
362,10,4,2023-09-17,10:17:53,Credit Card,2598,0,467.64,3065.64
363,5,2,2024-12-13,19:49:17,Credit Card,5745,489.89,945.92,6201.03
364,8,3,2024-02-01,12:08:25,Wallet,5543,0,997.74,6540.74
365,50,5,2024-11-09,20:28:07,Cash,7740,252.81,1347.69,8834.88
366,14,5,2023-06-30,17:32:43,Debit Card,14531,912.13,2451.4,16070.27
367,34,3,2024-07-17,13:32:47,UPI,3897,249.16,656.61,4304.45
368,32,4,2023-04-23,16:51:55,Debit Card,14086,1333.3,2295.49,15048.19
369,,1,2023-11-08,16:12:04,Wallet,3077,0,553.86,3630.86
370,7,4,2024-08-11,09:59:10,Debit Card,2346,0,422.28,2768.28
371,8,3,2024-02-14,20:47:00,UPI,5555,0,999.9,6554.9
372,41,1,2023-01-10,12:16:21,Cash,4893,94.51,863.73,5662.22
373,28,4,2023-09-16,19:42:06,Cash,3596,150.62,620.17,4065.55
374,36,5,2024-10-28,19:36:19,Wallet,2496,0,449.28,2945.28
375,14,4,2024-10-11,14:42:54,UPI,6092,0,1096.56,7188.56
376,,2,2024-01-02,14:36:40,UPI,3194,0,574.92,3768.92
377,31,2,2024-02-13,13:30:51,Credit Card,520,0,93.6,613.6
378,50,2,2023-06-12,19:36:02,Credit Card,9894,1114.22,1580.36,10360.14
379,38,2,2023-05-17,15:33:48,Cash,3496,0,629.28,4125.28
380,15,2,2023-04-29,21:44:32,Wallet,1299,95.05,216.71,1420.66
381,31,1,2023-08-21,19:50:49,UPI,1998,0,359.64,2357.64
382,48,2,2023-02-19,16:44:21,Debit Card,6192,84.15,1099.41,7207.26
383,8,1,2024-01-13,13:46:23,Cash,14292,0,2572.56,16864.56
384,1,2,2023-06-27,19:25:40,UPI,4051,542.27,631.57,4140.3
385,40,2,2023-11-16,21:39:25,Wallet,5254,319.38,888.23,5822.85
386,,2,2024-04-29,15:08:09,Debit Card,747,0,134.46,881.46
387,,4,2023-10-11,09:59:14,Credit Card,13088,591.93,2249.29,14745.36
388,,2,2024-07-21,12:10:50,UPI,1098,139.23,172.58,1131.35
389,16,3,2024-06-02,17:23:32,Wallet,10089,93.64,1799.16,11794.52
390,30,1,2024-11-22,21:53:33,Debit Card,6895,293.83,1188.21,7789.38
391,32,1,2023-04-19,12:58:53,UPI,5494,0,988.92,6482.92
392,29,2,2024-10-29,19:32:25,Cash,3246,0,584.28,3830.28
393,,3,2023-11-28,19:01:22,Wallet,3992,170.85,687.81,4508.96
394,,1,2024-04-08,18:24:11,UPI,1759,0,316.62,2075.62
395,,2,2023-02-21,13:47:28,UPI,4097,0,737.46,4834.46
396,34,3,2023-04-14,19:59:19,Debit Card,2298,0,413.64,2711.64
397,30,2,2023-07-29,10:49:48,Cash,3518,114.1,612.7,4016.6
398,25,1,2024-06-20,20:58:33,Cash,897,68.16,149.19,978.03
399,,5,2023-07-25,15:17:23,Debit Card,948,0,170.64,1118.64
400,22,1,2024-08-27,20:54:31,Wallet,4606,0,829.08,5435.08
401,15,5,2024-05-20,15:18:10,Wallet,17940,0,3229.2,21169.2
402,,3,2024-01-22,21:20:05,Debit Card,798,0,143.64,941.64
403,48,1,2024-12-27,17:48:57,Debit Card,2696,0,485.28,3181.28
404,16,4,2023-08-15,19:16:01,Credit Card,6533,158.19,1147.47,7522.28
405,22,1,2023-01-14,12:33:52,Cash,999,85.24,164.48,1078.24
406,50,2,2023-07-26,12:59:32,Debit Card,640,0,115.2,755.2
407,33,4,2024-12-20,12:55:58,Credit Card,5091,155.84,888.33,5823.49
408,4,1,2024-08-20,13:48:28,UPI,900,0,162.0,1062.0
409,32,1,2024-01-08,10:49:50,Credit Card,5894,0,1060.92,6954.92
410,44,2,2023-07-06,20:20:08,Cash,477,23.19,81.69,535.5
411,19,3,2023-01-23,12:19:20,UPI,6390,456.08,1068.11,7002.03
412,49,4,2023-11-04,19:22:31,Wallet,4893,0,880.74,5773.74
413,12,3,2023-06-10,21:46:07,Debit Card,5133,0,923.94,6056.94
414,,1,2024-01-15,16:04:42,Wallet,14338,0,2580.84,16918.84
415,7,2,2023-02-12,14:56:53,Wallet,4195,0,755.1,4950.1
416,14,1,2023-07-29,11:00:58,Wallet,3850,0,693.0,4543.0
417,46,1,2024-03-24,17:44:16,UPI,11293,0,2032.74,13325.74
418,,1,2023-07-10,14:28:58,UPI,6294,293.01,1080.18,7081.17
419,9,5,2023-09-23,12:02:46,Wallet,4225,261.56,713.42,4676.86
420,13,1,2023-10-19,14:51:25,Credit Card,5093,0,916.74,6009.74
421,48,3,2023-11-19,10:58:34,Cash,998,0,179.64,1177.64
422,9,4,2024-04-17,17:37:23,Credit Card,9156,0,1648.08,10804.08
423,,1,2023-01-22,18:25:31,Wallet,2742,155.3,465.61,3052.31
424,46,1,2024-07-27,09:18:43,Credit Card,3795,189.04,649.07,4255.03
425,,2,2023-03-02,13:32:06,Wallet,3744,68.56,661.58,4337.02
426,14,3,2024-07-30,19:52:15,Cash,11289,1535.65,1755.6,11508.95
427,32,3,2024-11-20,18:21:03,Debit Card,4344,153.39,754.31,4944.92
428,25,1,2024-05-29,21:33:16,Credit Card,1797,0,323.46,2120.46
429,8,3,2023-10-13,11:48:59,UPI,7052,473.26,1184.17,7762.91
430,,4,2024-12-20,09:13:45,Wallet,299,9.84,52.05,341.21
431,8,2,2023-06-24,19:59:32,UPI,8240,0,1483.2,9723.2
432,43,1,2024-01-08,17:22:43,Debit Card,5436,523.94,884.17,5796.23
433,38,4,2023-08-06,10:36:57,UPI,4495,0,809.1,5304.1
434,,3,2024-10-31,18:00:46,Cash,7797,0,1403.46,9200.46
435,39,5,2024-11-05,16:12:07,Wallet,3897,0,701.46,4598.46
436,,5,2024-07-29,11:29:09,Cash,12941,0,2329.38,15270.38
437,36,4,2024-01-20,10:24:11,UPI,7323,198.21,1282.46,8407.25
438,,3,2024-06-19,19:06:33,Debit Card,3796,347.25,620.77,4069.52
439,44,2,2024-03-01,09:19:56,UPI,5243,443.52,863.91,5663.39
440,41,5,2023-01-10,21:57:30,UPI,8493,0,1528.74,10021.74
441,14,2,2023-06-03,15:56:01,UPI,6594,0,1186.92,7780.92
442,32,3,2024-04-26,20:41:18,Cash,2697,0,485.46,3182.46
443,24,2,2024-10-07,09:43:11,Debit Card,11140,0,2005.2,13145.2
444,,5,2023-01-15,17:01:55,Wallet,3156,0,568.08,3724.08
445,,2,2023-08-09,15:55:03,Debit Card,8292,0,1492.56,9784.56
446,8,4,2023-12-31,15:39:56,UPI,2036,275.89,316.82,2076.93
447,34,2,2024-08-13,17:16:37,Debit Card,11791,0,2122.38,13913.38
448,4,2,2024-09-03,11:59:01,Wallet,11191,0,2014.38,13205.38
449,43,5,2023-06-06,17:20:27,Debit Card,8254,889.81,1325.55,8689.74
450,,2,2023-08-27,20:27:17,Cash,9342,1111.97,1481.41,9711.44
451,49,1,2024-10-30,16:32:33,Credit Card,5695,9.44,1023.4,6708.96
452,2,3,2023-07-28,12:48:59,Cash,3095,0,557.1,3652.1
453,,2,2023-06-17,10:06:39,UPI,158,18.25,25.15,164.9
454,,4,2023-03-13,14:41:10,UPI,8193,464.28,1391.17,9119.89
455,,4,2023-02-07,20:22:34,Credit Card,4944,0,889.92,5833.92
456,24,3,2024-07-16,14:37:33,Cash,3297,0,593.46,3890.46
457,12,2,2023-12-10,18:53:26,UPI,24189,2138.22,3969.14,26019.92
458,24,4,2023-10-23,11:21:43,Credit Card,2387,0,429.66,2816.66
459,,4,2023-12-06,11:00:20,Credit Card,5997,0,1079.46,7076.46
460,45,5,2023-12-15,15:11:23,Cash,4791,0,862.38,5653.38
461,48,1,2024-05-17,20:29:31,Cash,79,0,14.22,93.22
462,15,5,2024-10-17,09:18:13,UPI,1798,0,323.64,2121.64
463,33,2,2023-11-03,11:07:24,UPI,1896,19.49,337.77,2214.28
464,,1,2023-06-14,21:02:15,UPI,14632,0,2633.76,17265.76
465,,5,2024-05-24,20:47:38,Wallet,7490,0,1348.2,8838.2
466,46,4,2024-06-27,13:42:51,UPI,10795,0,1943.1,12738.1
467,40,4,2023-10-19,19:26:51,Credit Card,2758,0,496.44,3254.44
468,6,4,2024-08-30,17:10:50,Wallet,11335,0,2040.3,13375.3
469,32,5,2024-09-22,15:09:01,UPI,14056,0,2530.08,16586.08
470,15,5,2023-06-22,17:30:29,Credit Card,4296,310.91,717.32,4702.41
471,34,3,2023-03-28,15:05:33,Credit Card,1598,146.04,261.35,1713.31
472,3,4,2024-03-26,13:03:44,UPI,899,84.58,146.6,961.02
473,40,5,2023-11-13,10:38:06,Wallet,7497,120.82,1327.71,8703.89
474,26,2,2024-01-11,12:47:10,Credit Card,3886,0,699.48,4585.48
475,17,3,2024-10-06,11:50:05,UPI,3156,258.8,521.5,3418.7
476,41,3,2023-06-21,09:44:24,UPI,7340,0,1321.2,8661.2
477,45,5,2024-10-25,18:45:37,Cash,597,60.73,96.53,632.8
478,,4,2024-12-18,21:52:17,Cash,1920,0,345.6,2265.6
479,30,5,2024-09-04,17:08:39,Wallet,11033,0,1985.94,13018.94
480,,2,2024-11-24,15:56:31,UPI,8212,970.82,1303.41,8544.59
481,,2,2023-08-28,21:03:44,Debit Card,5293,0,952.74,6245.74
482,28,5,2023-03-16,21:21:20,Wallet,10391,0,1870.38,12261.38
483,14,4,2024-03-08,11:31:06,Credit Card,7392,695.84,1205.31,7901.47
484,25,1,2024-05-01,12:46:32,Credit Card,4775,501.27,769.27,5043.0
485,21,1,2023-03-11,20:12:22,Debit Card,4543,0,817.74,5360.74
486,16,3,2024-05-12,17:17:23,UPI,10194,0,1834.92,12028.92
487,23,3,2023-07-03,15:10:15,UPI,6743,758.77,1077.16,7061.39
488,39,5,2024-10-13,14:26:53,Cash,6812,0,1226.16,8038.16
489,48,5,2024-02-01,16:12:45,Credit Card,7194,0,1294.92,8488.92
490,45,5,2024-03-22,12:18:09,Cash,5246,393.65,873.42,5725.77
491,50,2,2023-09-05,10:06:59,UPI,9793,0,1762.74,11555.74
492,49,2,2023-04-22,17:05:07,Cash,4498,177.22,777.74,5098.52
493,37,3,2024-10-09,19:06:32,UPI,798,0,143.64,941.64
494,14,5,2023-02-20,10:31:31,UPI,9194,0,1654.92,10848.92
495,21,1,2024-07-17,10:05:14,Cash,1497,47.59,260.89,1710.3
496,35,3,2023-07-13,18:29:15,Debit Card,5595,0,1007.1,6602.1
497,14,2,2024-01-12,12:47:10,Cash,79,0,14.22,93.22
498,,5,2024-11-10,19:11:08,Credit Card,14588,105.6,2606.83,17089.23
499,18,1,2023-11-28,14:06:47,Wallet,7192,0,1294.56,8486.56
500,30,3,2024-09-17,15:52:06,Cash,6142,0,1105.56,7247.56
501,,4,2023-10-13,13:40:13,Credit Card,12142,0,2185.56,14327.56
502,8,3,2024-01-27,18:53:07,UPI,4497,0,809.46,5306.46
503,10,3,2024-11-24,15:53:47,Cash,5196,0,935.28,6131.28
504,40,1,2024-07-16,16:14:57,Cash,10189,473.27,1748.83,11464.56
505,45,1,2023-07-02,20:45:51,Debit Card,4891,0,880.38,5771.38
506,25,2,2024-08-01,11:02:33,Wallet,999,0,179.82,1178.82
507,13,5,2024-07-04,09:02:45,Cash,2359,0,424.62,2783.62
508,1,3,2023-02-26,10:02:31,Wallet,4596,526.93,732.43,4801.5
509,8,2,2024-04-21,21:54:43,Wallet,3696,518.33,571.98,3749.65
510,,2,2024-07-18,15:39:44,Cash,8994,260.43,1572.04,10305.61
511,20,4,2024-02-16,11:13:17,Credit Card,4858,0,874.44,5732.44
512,,4,2024-06-25,10:37:29,UPI,896,117.53,140.12,918.59
513,47,1,2024-08-17,13:35:50,Credit Card,6896,1011.69,1059.18,6943.49
514,49,1,2023-08-27,14:07:48,Wallet,8786,441.81,1501.95,9846.14
515,45,3,2023-07-06,18:57:19,Debit Card,13689,1215.06,2245.31,14719.25
516,8,4,2023-06-21,18:07:39,Credit Card,4845,47.33,863.58,5661.25
517,38,4,2024-05-26,19:15:32,Debit Card,1296,0,233.28,1529.28
518,44,1,2024-02-01,15:50:04,Debit Card,1098,0,197.64,1295.64
519,35,1,2023-03-27,12:42:18,Wallet,399,0,71.82,470.82
520,,5,2023-02-26,21:32:50,Cash,599,0,107.82,706.82
521,18,2,2023-03-23,20:08:23,Credit Card,4494,488.94,720.91,4725.97
522,30,3,2024-04-07,18:41:05,Credit Card,1495,160.73,240.17,1574.44
523,13,1,2023-06-10,10:57:58,Wallet,398,0,71.64,469.64
524,2,2,2023-08-11,18:44:41,Debit Card,15310,0,2755.8,18065.8
525,5,2,2023-04-09,17:47:04,Cash,2995,0,539.1,3534.1
526,46,1,2024-08-13,13:24:52,UPI,5094,541.77,819.4,5371.63
527,40,3,2024-06-07,11:34:52,Wallet,9993,0,1798.74,11791.74
528,,3,2024-02-01,10:36:58,Debit Card,9943,0,1789.74,11732.74
529,,3,2023-12-23,10:02:45,Wallet,5143,0,925.74,6068.74
530,47,4,2023-01-13,21:39:43,Credit Card,4744,0,853.92,5597.92
531,49,4,2024-03-15,14:41:14,Credit Card,6894,0,1240.92,8134.92
532,,1,2023-06-21,21:21:02,Debit Card,6040,0,1087.2,7127.2
533,2,1,2024-05-06,15:52:23,Cash,15890,0,2860.2,18750.2
534,35,1,2024-02-24,14:00:11,Cash,3745,287.8,622.3,4079.5
535,,5,2024-08-02,15:43:01,Wallet,9531,0,1715.58,11246.58
536,20,4,2023-04-17,16:27:36,Credit Card,2334,0,420.12,2754.12
537,50,1,2024-12-13,09:19:53,Wallet,7642,537.44,1278.82,8383.38
538,28,2,2023-08-20,11:28:37,Wallet,7391,0,1330.38,8721.38
539,48,2,2023-08-29,15:27:49,Wallet,6795,768.74,1084.73,7110.99
540,50,5,2024-12-12,17:47:08,Credit Card,9894,457.3,1698.61,11135.31
541,5,5,2024-09-01,12:31:19,Cash,3897,0,701.46,4598.46
542,25,1,2023-05-18,20:48:02,Cash,10073,1342.86,1571.43,10301.57
543,15,1,2024-04-10,16:59:25,UPI,1658,0,298.44,1956.44
544,35,1,2024-10-27,17:01:59,Credit Card,7497,1074.95,1155.97,7578.02
545,29,3,2023-10-20,12:56:23,Cash,7431,0,1337.58,8768.58
546,,5,2023-06-16,15:45:26,Cash,4933,469.35,803.46,5267.11
547,46,3,2024-06-26,09:38:29,Credit Card,4392,0,790.56,5182.56
548,6,4,2024-09-18,17:34:05,Credit Card,1546,0,278.28,1824.28
549,29,2,2024-11-04,16:49:43,UPI,13442,0,2419.56,15861.56
550,13,2,2023-05-16,20:43:13,Wallet,498,0,89.64,587.64
551,25,2,2024-03-02,14:40:41,Cash,15172,55.41,2720.99,17837.58
552,47,1,2024-01-31,11:21:32,Cash,10290,999.97,1672.21,10962.24
553,29,1,2023-04-28,18:47:05,Debit Card,3074,0,553.32,3627.32
554,,5,2024-08-17,15:11:13,Credit Card,5794,0,1042.92,6836.92
555,,4,2024-05-30,12:35:31,Wallet,2898,0,521.64,3419.64
556,37,4,2023-01-29,10:02:54,Wallet,5394,310.98,914.94,5997.96
557,34,4,2023-09-22,13:06:41,Credit Card,7833,0,1409.94,9242.94
558,20,4,2024-03-03,21:24:48,Wallet,16089,0,2896.02,18985.02
559,43,1,2024-02-08,18:53:55,UPI,14312,399.35,2504.28,16416.93
560,11,3,2024-02-20,20:33:52,Credit Card,2346,305.75,367.25,2407.5
561,26,5,2024-03-16,18:47:05,Credit Card,3197,0,575.46,3772.46
562,,1,2023-12-21,11:50:03,UPI,5895,0,1061.1,6956.1
563,,3,2023-03-04,15:06:59,Debit Card,4996,56.79,889.06,5828.27
564,36,3,2024-03-16,14:08:57,Wallet,1299,181.91,201.08,1318.17
565,5,2,2024-07-19,13:24:51,Debit Card,7792,530.66,1307.04,8568.38
566,41,5,2023-04-06,21:44:11,Debit Card,4494,0,808.92,5302.92
567,38,3,2023-11-02,14:11:39,Wallet,799,99.51,125.91,825.4
568,41,4,2024-01-18,15:30:41,UPI,7890,308.79,1364.62,8945.83
569,40,3,2023-01-05,14:42:12,Credit Card,7089,0,1276.02,8365.02
570,13,4,2024-09-15,19:46:55,Wallet,9791,138.85,1737.39,11389.54
571,45,2,2024-04-13,21:02:42,Credit Card,9050,0,1629.0,10679.0
572,16,4,2023-01-15,18:38:52,UPI,1198,0,215.64,1413.64
573,,5,2023-03-11,11:16:35,Credit Card,4591,621.28,714.55,4684.27
574,8,2,2024-01-31,10:25:13,Credit Card,4044,0,727.92,4771.92
575,,4,2024-02-29,11:30:15,Credit Card,8131,1018.01,1280.34,8393.33
576,43,3,2023-05-03,14:44:48,UPI,3993,0,718.74,4711.74
577,18,1,2024-02-10,15:04:55,Cash,6533,0,1175.94,7708.94
578,20,4,2024-05-27,15:13:20,UPI,900,0,162.0,1062.0
579,12,3,2024-10-18,12:59:02,Debit Card,1478,0,266.04,1744.04
580,,1,2023-11-24,19:03:36,Credit Card,5254,634.68,831.48,5450.8
581,35,3,2024-02-06,10:07:33,Debit Card,3297,0,593.46,3890.46
582,39,2,2023-11-07,09:50:47,Debit Card,7194,0,1294.92,8488.92
583,22,2,2023-04-26,11:21:53,Credit Card,5554,673.55,878.48,5758.93
584,39,1,2023-03-30,16:42:39,Debit Card,2697,208.97,447.85,2935.88
585,41,2,2023-04-26,21:09:29,Wallet,1999,0,359.82,2358.82
586,30,1,2023-06-12,20:54:25,Cash,1796,0,323.28,2119.28
587,,1,2024-11-05,20:59:39,Wallet,13388,1080.24,2215.4,14523.16
588,42,3,2024-04-03,13:15:07,UPI,320,0,57.6,377.6
589,13,2,2023-06-11,09:39:54,Debit Card,3152,0,567.36,3719.36
590,13,1,2023-08-29,19:48:17,UPI,998,105.82,160.59,1052.77
591,46,2,2024-10-09,12:37:37,Credit Card,9791,376.08,1694.69,11109.61
592,44,2,2024-05-04,09:31:04,Cash,5445,464.55,896.48,5876.93
593,36,3,2024-11-18,15:20:11,UPI,999,60.22,168.98,1107.76
594,26,2,2023-06-02,09:12:30,Debit Card,8793,809.83,1436.97,9420.14
595,41,4,2023-08-21,19:29:53,Wallet,696,0,125.28,821.28
596,19,1,2023-09-14,15:03:21,Credit Card,1647,229.64,255.12,1672.48
597,,1,2023-12-11,19:13:16,Debit Card,79,10.65,12.3,80.65
598,43,1,2024-09-25,17:44:52,Cash,398,28.8,66.46,435.66
599,24,3,2023-04-04,17:16:11,Credit Card,4001,0,720.18,4721.18
600,47,2,2024-05-08,12:59:12,Debit Card,840,0,151.2,991.2
601,3,3,2023-08-14,09:40:37,Credit Card,4498,0,809.64,5307.64
602,,5,2023-12-25,18:14:28,Credit Card,8212,737.28,1345.45,8820.17
603,38,4,2023-09-02,12:29:09,Debit Card,6196,671.06,994.49,6519.43
604,26,1,2023-11-16,10:55:04,UPI,8652,0,1557.36,10209.36
605,8,5,2024-10-24,14:24:01,Debit Card,4142,0,745.56,4887.56
606,41,5,2023-10-08,14:35:31,Credit Card,2656,0,478.08,3134.08
607,42,1,2023-03-29,20:16:27,Debit Card,10192,0,1834.56,12026.56
608,27,4,2024-12-28,13:19:39,Credit Card,5694,170.98,994.14,6517.16
609,42,2,2023-06-02,11:06:03,Wallet,398,15.22,68.9,451.68
610,1,4,2024-01-01,13:24:38,Debit Card,6396,513.63,1058.83,6941.2
611,,1,2023-10-19,13:14:12,UPI,1695,0,305.1,2000.1
612,,1,2024-06-09,13:15:04,Cash,6515,0,1172.7,7687.7
613,,2,2024-01-25,18:21:18,Debit Card,11652,0,2097.36,13749.36
614,25,5,2023-12-07,13:09:47,Cash,9854,0,1773.72,11627.72
615,11,3,2023-10-11,10:00:41,Cash,7046,0,1268.28,8314.28
616,37,3,2024-11-16,13:44:42,Wallet,7483,0,1346.94,8829.94
617,,4,2023-12-25,17:38:41,UPI,5578,249.72,959.09,6287.37
618,30,4,2024-09-21,11:33:52,Cash,5916,0,1064.88,6980.88
619,43,1,2023-08-25,14:32:21,Cash,11651,577.16,1993.29,13067.13
620,27,2,2023-08-23,14:04:25,Wallet,7144,423.3,1209.73,7930.43
621,,1,2023-11-05,19:35:49,Cash,299,0,53.82,352.82
622,11,1,2024-04-01,15:37:37,Wallet,12893,0,2320.74,15213.74
623,1,1,2023-08-03,20:24:12,Cash,5694,698.55,899.18,5894.63
624,21,5,2023-07-02,12:20:20,Credit Card,5242,0,943.56,6185.56
625,,1,2023-06-10,18:10:15,Debit Card,4505,0,810.9,5315.9
626,31,5,2024-11-30,09:38:01,Credit Card,5942,0,1069.56,7011.56
627,,4,2023-11-30,12:38:44,Cash,447,0,80.46,527.46
628,,5,2024-10-24,20:09:51,Cash,1096,20.4,193.61,1269.21
629,50,1,2023-07-04,18:10:21,Wallet,1998,172.41,328.61,2154.2
630,5,2,2023-09-13,09:09:54,Debit Card,4957,245.13,848.14,5560.01
631,46,5,2023-09-17,20:59:34,Credit Card,9244,0,1663.92,10907.92
632,21,4,2024-12-16,10:40:54,Debit Card,2598,279.63,417.31,2735.68
633,43,2,2024-01-10,19:34:14,Credit Card,17037,0,3066.66,20103.66
634,14,2,2024-07-05,18:55:12,Debit Card,4554,0,819.72,5373.72
635,13,5,2024-03-29,09:46:06,UPI,5575,639.05,888.47,5824.42
636,44,1,2023-02-09,15:36:56,Wallet,5074,428.97,836.11,5481.14
637,41,5,2023-08-20,19:56:14,Cash,1299,54.6,223.99,1468.39
638,24,3,2023-10-05,21:39:48,Credit Card,4497,0,809.46,5306.46
639,,4,2023-10-06,17:12:12,Cash,7351,736.99,1190.52,7804.53
640,2,3,2023-11-26,11:19:31,Cash,3296,305.0,538.38,3529.38
641,43,4,2023-09-30,10:05:13,Cash,1731,0,311.58,2042.58
642,,5,2024-04-26,14:56:50,Cash,3343,0,601.74,3944.74
643,26,2,2024-04-05,16:21:09,Credit Card,997,88.9,163.46,1071.56
644,,3,2023-09-30,20:02:47,Cash,1897,21.97,337.51,2212.54
645,31,1,2023-01-27,18:39:57,UPI,3796,0,683.28,4479.28
646,50,4,2023-07-07,12:01:38,Cash,7796,0,1403.28,9199.28
647,12,4,2023-03-31,13:13:05,Debit Card,3744,257.05,627.65,4114.6
648,41,2,2024-02-08,20:26:41,Cash,8890,488.35,1512.3,9913.95
649,43,2,2023-09-22,20:08:48,Debit Card,9893,0,1780.74,11673.74
650,22,1,2024-03-04,15:52:47,Debit Card,2198,0,395.64,2593.64
651,16,5,2023-06-24,10:07:41,Wallet,13635,278.11,2404.24,15761.13
652,18,3,2024-03-27,20:07:21,Credit Card,5094,0,916.92,6010.92
653,,4,2024-10-28,20:28:23,UPI,2096,297.62,323.71,2122.09
654,49,3,2023-08-26,20:06:53,Credit Card,3998,0,719.64,4717.64
655,28,5,2024-05-09,15:34:16,Wallet,11516,1601.48,1784.61,11699.13
656,33,3,2024-08-06,13:14:45,Credit Card,4194,0,754.92,4948.92
657,9,4,2024-10-04,15:07:19,Credit Card,9094,0,1636.92,10730.92
658,40,4,2024-03-15,19:35:51,Credit Card,7243,0,1303.74,8546.74
659,26,1,2023-11-29,16:05:07,Credit Card,960,0,172.8,1132.8
660,34,1,2023-08-23,10:06:04,Credit Card,280,2.51,49.95,327.44
661,48,3,2024-10-17,16:38:58,UPI,3198,226.98,534.78,3505.8
662,28,1,2023-03-23,14:02:49,Debit Card,5895,0,1061.1,6956.1
663,15,1,2023-09-26,18:51:38,Cash,5997,0,1079.46,7076.46
664,13,1,2024-09-05,21:51:32,Debit Card,7692,0,1384.56,9076.56
665,27,2,2024-10-26,20:45:30,UPI,7390,317.76,1273.0,8345.24
666,11,5,2023-06-21,15:00:56,Wallet,2294,0,412.92,2706.92
667,32,1,2023-07-25,18:52:13,Cash,12249,183.64,2171.76,14237.12
668,21,5,2024-03-24,13:01:10,Cash,448,0,80.64,528.64
669,18,4,2023-03-04,09:11:09,UPI,929,0,167.22,1096.22
670,50,1,2023-03-18,19:39:19,Cash,199,0,35.82,234.82
671,40,3,2024-06-09,19:02:13,Cash,8745,0,1574.1,10319.1
672,32,4,2023-08-06,10:59:20,UPI,4896,486.04,793.79,5203.75
673,17,1,2023-09-29,18:37:40,Credit Card,5596,0,1007.28,6603.28
674,49,3,2024-07-20,20:19:02,Credit Card,17339,1004.42,2940.22,19274.8
675,32,5,2024-09-17,14:44:44,Wallet,3195,0,575.1,3770.1
676,15,1,2024-08-08,11:43:44,Debit Card,7391,0,1330.38,8721.38
677,12,3,2024-05-12,19:21:22,Debit Card,8039,235.29,1404.67,9208.38
678,15,3,2023-06-07,19:35:31,Wallet,5997,712.75,951.16,6235.41
679,27,1,2024-03-11,11:45:55,Credit Card,2545,307.72,402.71,2639.99
680,42,3,2023-09-20,18:57:01,Credit Card,4097,50.44,728.38,4774.94
681,30,2,2024-04-28,18:32:36,Wallet,1797,0,323.46,2120.46
682,17,2,2024-02-05,09:01:49,Debit Card,999,23.95,175.51,1150.56
683,29,4,2023-09-12,14:46:45,Cash,1189,65.16,202.29,1326.13
684,,4,2024-02-23,09:23:21,Credit Card,10092,0,1816.56,11908.56
685,,5,2023-07-04,19:33:48,UPI,6016,0,1082.88,7098.88
686,38,1,2023-05-27,14:39:31,Debit Card,99,0,17.82,116.82
687,27,1,2024-02-18,14:41:11,Debit Card,9793,0,1762.74,11555.74
688,35,2,2023-12-28,20:13:49,Wallet,9190,0,1654.2,10844.2
689,48,5,2024-02-22,19:31:38,Credit Card,4515,0,812.7,5327.7
690,37,1,2023-02-26,10:06:28,Debit Card,9594,0,1726.92,11320.92
691,19,5,2023-05-08,13:14:39,Debit Card,520,50.69,84.48,553.79
692,,4,2023-02-08,12:03:12,Credit Card,1597,0,287.46,1884.46
693,27,4,2023-04-07,20:59:16,Debit Card,10943,0,1969.74,12912.74
694,,4,2024-04-04,16:58:19,Cash,5092,0,916.56,6008.56
695,45,5,2024-12-16,14:33:30,UPI,2949,0,530.82,3479.82
696,46,1,2024-03-09,14:03:19,Debit Card,899,0,161.82,1060.82
697,13,2,2023-08-31,20:15:09,Wallet,9152,0,1647.36,10799.36
698,20,1,2024-05-11,18:04:10,UPI,9891,189.31,1746.3,11447.99
699,,4,2024-04-30,16:34:29,Credit Card,1999,0,359.82,2358.82
700,23,1,2023-10-30,21:24:14,Wallet,11184,548.67,1914.36,12549.69
701,21,1,2024-07-04,16:48:05,Cash,3798,0,683.64,4481.64
702,32,4,2023-12-30,20:14:52,Wallet,1299,158.16,205.35,1346.19
703,34,4,2024-11-08,17:27:39,UPI,399,28.48,66.69,437.21
704,,2,2023-03-26,19:24:14,Cash,11714,91.37,2092.07,13714.7
705,12,2,2024-01-22,09:53:23,Debit Card,6992,0,1258.56,8250.56
706,13,2,2024-12-05,21:42:58,Wallet,10497,84.01,1874.34,12287.33
707,49,4,2024-03-03,19:00:31,Wallet,3843,0,691.74,4534.74
708,,5,2023-06-03,19:56:11,Cash,2198,0,395.64,2593.64
709,3,2,2024-10-04,18:22:52,Wallet,1299,0,233.82,1532.82
710,8,5,2024-11-19,15:07:55,Debit Card,299,0,53.82,352.82
711,19,3,2023-11-22,11:44:49,Cash,12591,887.64,2106.6,13809.96
712,1,3,2023-06-02,14:37:32,UPI,2697,91.59,468.97,3074.38
713,9,1,2023-07-29,20:36:17,Debit Card,1556,0,280.08,1836.08
714,26,3,2024-08-25,10:54:09,Wallet,6034,0,1086.12,7120.12
